"V1","V2","V3"
0.988200400955975,0.388782756170258,164.767640646134
0.375691817607731,0.142959282500669,46.9827041190694
0.802290696185082,0.311436865711585,177.377862924754
0.505047909449786,0.187005500076339,107.628344482049
0.990026709390804,0.00136632309295237,26.74847826442
0.450109796132892,0.242434566840529,63.6913392795686
0.408962388522923,0.144672670634463,62.7445835978461
0.350670512765646,0.326676249038428,87.9676761582654
0.844372617313638,0.633474613307044,13.8157198774341
0.945848554605618,0.279830391285941,170.722275686092
0.929370005615056,0.183497826801613,78.7605312277663
0.398119062185287,0.386108305305243,121.325852917634
0.0741394893266261,0.969538909848779,14.1806987820228
0.481522165471688,0.973849269095808,7.11032066760175
0.619184550596401,0.0292991772294044,7.41372459223684
0.649428484262899,0.101125786313787,68.2993574016401
0.499195486772805,0.0857311293948442,79.058715591171
0.110662600025535,0.325361470226198,148.225266660932
0.712406389182433,0.60484675061889,12.2296401450455
0.0433963276445866,0.493658285355195,125.712750628381
0.5222402443178,0.262384770438075,71.6744861704881
0.342875141883269,0.543688111472875,154.701228565821
0.5874031574931,0.134928410872817,125.538974081856
0.37416493636556,0.986071864608675,5.21193924157259
0.871984357014298,0.654583426890895,13.3246412211518
0.160432587377727,0.0218508979305625,8.32844391613106
0.47046841843985,0.796431693248451,14.9284867986011
0.404978602193296,0.385129270609468,120.245078929691
0.401617076946422,0.390353472204879,124.758020073644
0.0860366669949144,0.717851429712027,25.8950640279441
0.820778031600639,0.292200382100418,188.80622410427
0.649890920612961,0.985768961952999,7.86296718177571
0.444073501974344,0.943995198467746,0.595306145722489
0.577906577382237,0.581232104217634,157.604408871167
0.0483128144405782,0.976268977159634,9.88229705287797
0.550283080199733,0.0298896245658398,18.8296788383111
0.137792250607163,0.097288396442309,17.7274746665683
0.53241074969992,0.303837129846215,55.2496057164338
0.514981478685513,0.576505630509928,209.381717225479
0.819162559928373,0.756069411756471,2.53455309374509
0.677811386063695,0.923362559638917,1.9142900940146
0.490422132890671,0.6690517377574,121.972284611158
0.470579462824389,0.77161551383324,25.1265719275635
0.44207458733581,0.372721196850762,101.938850884505
0.214929411187768,0.447185595519841,64.7936774796271
0.0322186094708741,0.811528542311862,10.1945920720092
0.53703635931015,0.869759400375187,6.46172634900486
0.199244942283258,0.276026002829894,75.898570255246
0.147238825447857,0.561606192728505,66.3123147547587
0.201823689509183,0.950583398807794,13.3632631123646
0.61385587323457,0.931744506116956,-2.41764055098447
0.858281508553773,0.357982187066227,170.498376410012
0.339809166034684,0.543514977674931,151.764615314271
0.441164480987936,0.584276451496407,186.569959629932
0.00885197124443948,0.776594389230013,14.3192773319196
0.35802176524885,0.113007975975052,42.4802868141112
0.61216505151242,0.737743196077645,117.873760267359
0.0649084576871246,0.0586940967477858,21.9255721930665
0.605666274670511,0.524267708184198,93.1035828242905
0.836713086580858,0.888430412625894,2.78383330157024
0.605440299957991,0.638202715199441,137.403638718753
0.983806208241731,0.639480515848845,22.8565174535012
0.955552546773106,0.424059949582443,151.490142393267
0.0398239945061505,0.351180467987433,182.436678832921
0.524952926207334,0.924220277694985,-4.82679223769177
0.652639356208965,0.769592566182837,62.8447372840909
0.511059447191656,0.936916414881125,-3.02259602039386
0.44153925171122,0.615912037435919,139.114097239536
0.5659506584052,0.829691867576912,42.7557739591613
0.490133814280853,0.460428859572858,169.175231543924
0.240922367665917,0.0368997801560909,18.1999216850501
0.0619815518148243,0.184376993682235,87.764488784142
0.450868632178754,0.266826735110953,62.0639660157761
0.531582932220772,0.733344512991607,117.25749905008
0.874989697476849,0.0819649726618081,0.194852593701214
0.600228847237304,0.620985962450504,140.414216296483
0.883340357337147,0.762541316216812,6.11392680338302
0.188740433659405,0.707137247780338,54.5559463682021
0.737984584411606,0.0370782930403948,-2.16105710777595
0.803968010470271,0.946597063681111,3.56405170453993
0.626424730755389,0.772392965154722,84.1494150948345
0.876711577409878,0.131792888510972,32.1267496733713
0.379227416589856,0.897869142936543,1.42054848030262
0.69721519225277,0.167970714392141,138.149742576459
0.0589652636554092,0.888050528476015,11.4369632419932
0.292885078117251,0.836355281062424,26.309033475445
0.987005782779306,0.330539557849988,173.305381403131
0.629778404487297,0.463833531364799,43.1613343648403
0.512489127693698,0.65130282077007,160.858810454555
0.917654594639316,0.262342291418463,167.668460303137
0.752059676218778,0.228156712139025,180.960645079277
0.519819997018203,0.991079849423841,11.2361481144766
0.821761386934668,0.623098543379456,12.1451752110142
0.529593701474369,0.564101997064427,202.625866881851
0.27231478667818,0.265979064395651,59.5752202292219
0.429794488241896,0.578674820251763,186.911583532684
0.397604160010815,0.869486643234268,-0.045422445959403
0.548322345362976,0.239503836724907,95.6958815424848
0.27950437227264,0.47819603793323,89.4241469075615
0.151991509599611,0.727962703909725,36.3949762415864
0.703853419050574,0.586923714494333,16.2948881458652
0.483027352020144,0.899477746803313,-5.92304352402426
0.119445841759443,0.225321377627552,71.9887250874238
0.157138461712748,0.575993536040187,67.9662858412289
0.173676988808438,0.86781230266206,21.6281411823992
0.915594070916995,0.435683257877827,137.293924172834
0.193156170193106,0.230234868358821,45.1342719858018
0.619859320344403,0.329583780840039,59.6513270055358
0.569456360302866,0.601367569062859,171.605946256516
0.557621876010671,0.348853851668537,46.5075376962443
0.802578345872462,0.720919779501855,0.729833843875952
0.966932793846354,0.233934962423518,123.210003806092
0.952720538713038,0.814492939971387,7.49315370049968
0.810351833701134,0.270253615221009,189.9623933192
0.736674887826666,0.289177286205813,165.960517191373
0.50651729432866,0.310897695366293,56.3025456532857
0.0505200375337154,0.625792853534222,43.0737565861829
0.350513166980818,0.523001078516245,171.733824210231
0.322997960727662,0.295329787768424,74.5510771864722
0.580073846271262,0.181694018188864,141.372770588623
0.908604056108743,0.643045252421871,15.7002703395166
0.955032009864226,0.70867600152269,11.0739521131867
0.293621575692669,0.917805210920051,4.1693200153065
0.681558424606919,0.802742103114724,26.6909168412916
0.9235967642162,0.308287555584684,189.361580825707
0.68176066223532,0.24176518805325,164.178528179594
0.327256108401343,0.970235530752689,-0.16010153549442
0.139901514863595,0.632356310030445,65.3489948748964
0.308399029774591,0.858548801625147,18.7674027649845
0.582424059975892,0.209621875081211,132.432162268913
0.113367079524323,0.612293424550444,60.9996449515096
0.547374731628224,0.629399948986247,183.443185061567
0.0923865996301174,0.827578825177625,14.5245570500225
0.828029818367213,0.880629333434626,3.5573102597008
0.0142723883036524,0.0733963258098811,42.506408967993
0.584183558588848,0.085868863388896,71.9664922670053
0.5213114740327,0.153360364492983,122.314039157452
0.500393129652366,0.0587471795734018,52.2796588843419
0.0550953499041498,0.719135414808989,22.9165135522789
0.749736548168585,0.451405602041632,44.3927449773643
0.185171329649165,0.62311824853532,77.4177670309096
0.00317262881435454,0.256790657062083,150.387268440403
0.521648944355547,0.28015870321542,63.002142071906
0.81334711285308,0.31638125050813,178.018568708459
0.0810896083712578,0.710453645791858,27.3181260449148
0.0461125676520169,0.994969030143693,11.26805196601
0.847442182246596,0.93145044776611,0.600873519230312
0.866387147689238,0.743181491037831,6.56294499810451
0.524713397026062,0.873220272827893,2.66163354060188
0.582757444586605,0.4856062293984,95.6384967129229
0.592897253576666,0.602359718643129,145.024504960536
0.135140077443793,0.34019671427086,141.749701518089
0.593965782085434,0.352553334319964,43.8452375936945
0.778404728509486,0.614628297043964,5.85369110470248
0.854161510244012,0.767410981701687,5.22128932945757
0.965494921663776,0.0289059514179826,14.3612462829989
0.216832485049963,0.362999864621088,98.0553088852425
0.412896981928498,0.878461691085249,-2.57914829861598
0.642106667393818,0.925255017355084,-0.701468181241601
0.782834978308529,0.343385360669345,145.401914776873
0.770749267889187,0.20179508253932,157.731139812698
0.533968885429204,0.680095800431445,156.668438531917
0.283065815456212,0.271571737946942,62.5722261638992
0.221469400916249,0.226572920335457,38.3387915613662
0.108955149305984,0.40226277965121,160.567983484234
0.561913403915241,0.898225157987326,-1.28564512607317
0.583099118433893,0.917617726372555,-3.45382914984699
0.106070462381467,0.41963273473084,155.194905680093
0.732773589901626,0.542757787043229,13.2933000882623
0.0180985971819609,0.475472524994984,141.652457380205
0.666081345407292,0.285739237442613,123.629937426509
0.916456533363089,0.764842631993815,6.39926223234066
0.745261760661379,0.986554332543164,8.89839823345306
0.570576564641669,0.862881460925564,15.9528791161111
0.964252223260701,0.825044524623081,8.8746549363415
0.809284325921908,0.610425022430718,11.855025571218
0.575455971062183,0.549333727452904,147.493720019719
0.633396829711273,0.804296645103022,55.3934507203709
0.669489208608866,0.285751531366259,126.040755989189
0.487357721431181,0.844269677530974,4.54580617376787
0.181726961629465,0.964205146767199,16.9192422035777
0.14502197643742,0.566603236831725,66.6976567736692
0.228430588264018,0.0268238615244627,15.7730920958164
0.369020926067606,0.298231442924589,74.9563995527997
0.053404999198392,0.405615330673754,185.790115584985
0.941508833318949,0.287064300384372,176.498811980436
0.268747860565782,0.043036644347012,22.1981414021249
0.317972488468513,0.626466113841161,71.694547902011
0.294553140876815,0.538195257307962,109.532696184241
0.146262353053316,0.36066453740932,139.02287495855
0.547679591923952,0.109712036559358,104.756400515214
0.862915326608345,0.767563038971275,5.54745597139049
0.870861625764519,0.872946684248745,1.90304731383032
0.97072266205214,0.923618436325341,8.81068399938096
0.343024833127856,0.0724062097724527,36.0007763753932
0.386062654899433,0.758534470573068,-3.89803590116312
0.42368036787957,0.113772551994771,69.4685466894679
0.958036082796752,0.174822763772681,62.5972102828877
0.475009096553549,0.418734805192798,130.805801010313
0.713895105756819,0.262889711884782,170.537933788953
0.0089246102143079,0.729885192820802,21.0292061179103
0.403333515394479,0.829349696869031,-1.19029756220267
0.704255717108026,0.0566102077718824,5.1913912144812
0.249435124918818,0.340634170919657,90.8590389616195
0.994648508960381,0.267092476366088,140.011280931026
0.861941408133134,0.663226899458095,11.9605070662988
0.588106031995267,0.379868522984907,41.9992515098053
0.0409443436656147,0.119967485545203,63.8931852842947
0.809074835386127,0.695486435201019,2.89160962917586
0.268427582457662,0.809123848797753,34.124813973617
0.910869966261089,0.734187942463905,7.64341288690091
0.470046306261793,0.457387827569619,179.904198274829
0.0984895187430084,0.0593251059763134,15.9293202776399
0.491973342839628,0.201655320357531,94.0687600927958
0.344418647233397,0.0996142963413149,38.6023753332817
0.891953399637714,0.968513895990327,1.53862319595881
0.243675498757511,0.803971779067069,34.8484366816566
0.155028227251023,0.443660044111311,98.6322847380497
0.536446302197874,0.740454179234803,115.764682787724
0.490551543654874,0.626932411687449,166.548864916169
0.161746458383277,0.324359836988151,120.039225311547
0.996409533312544,0.574542550835758,44.354088313666
0.681644219439477,0.340528963832185,84.95354759616
0.989855507388711,0.594789934111759,35.5816662145251
0.827245296677575,0.989368274109438,4.59669127413685
0.419067298993468,0.0429159314371645,34.3256056722757
0.16892546415329,0.926543635083362,19.3991711668498
0.0497070604469627,0.424418849637732,179.57303066121
0.349777792813256,0.287314570508897,70.5660138431442
0.964145186822861,0.914508040994406,7.34913628357193
0.487092917552218,0.0198162368033081,17.1968629264574
0.43755372450687,0.521968348883092,233.648211735409
0.90549787809141,0.974900845903903,3.09225736765018
0.0511317644268274,0.0563292321749032,23.7637470402323
0.51147677237168,0.190130278002471,109.607247355549
0.0290058392565697,0.0838702723849565,45.2110756968835
0.2617503835354,0.597178725525737,85.4779707598368
0.082186293322593,0.288488476769999,137.13495173941
0.489288286538795,0.138396790251136,106.477280291294
0.637207652674988,0.0104998585302383,1.00002314912737
0.331204941729084,0.911863278597593,3.43214350896072
0.332237874623388,0.788557313615456,20.295929823436
0.221320890123025,0.39993810094893,84.7714505116637
0.859418624080718,0.489388502202928,71.5215983335976
0.437179511645809,0.821627947734669,-2.76152119191479
0.555722443619743,0.959059936227277,0.369274672406277
0.955683327512816,0.44911507004872,131.683284850883
0.747315185610205,0.558922917814925,11.1596946621407
0.413182885851711,0.966128921601921,4.455287651856
0.930686626583338,0.842572432942688,4.45588537272846
0.161598597886041,0.944129336159676,19.6534194702681
0.426417960552499,0.8195496131666,-3.41224070738186
0.749774990836158,0.963102008681744,6.76830412521434
0.598552083829418,0.501936840824783,88.5517056127021
0.48125964216888,0.356230511562899,75.0323756152413
0.667832952225581,0.144511628197506,118.525731147221
0.835472235456109,0.292436175746843,190.056295330073
0.925012717954814,0.819020184222609,4.9372766269578
0.683117980603129,0.384149192133918,53.7687347198794
0.229607171844691,0.630644755670801,81.2304213132881
0.652833688771352,0.232216986594722,153.890513227155
0.306375230895355,0.72907641902566,31.0809097062236
0.864133553113788,0.818637912161648,4.31291669256595
0.399500352330506,0.472056669415906,202.023032558684
0.624363197712228,0.561120509635657,86.6340643779559
0.624328724574298,0.929303781595081,-1.86495326813693
0.0613276085350662,0.751286012120545,16.8746734101137
0.0874665337614715,0.883197800721973,16.4751370001405
0.790038960287347,0.100326827494428,18.0420218334958
0.364500323310494,0.959312717197463,0.866239015979403
0.386552692390978,0.451980574056506,178.98478643953
0.693493515951559,0.731151780579239,30.4772174924126
0.0648715454153717,0.249408754287288,120.896286470302
0.935101615265012,0.0478702622931451,5.05500627674885
0.919962754938751,0.559571149526164,41.9631380196181
0.0925346405711025,0.795897610951215,13.9578302998954
0.645583698293194,0.758935417514294,74.8445083958632
0.000145629048347473,0.89339542016387,2.61339542818284
0.796841498930007,0.286266250768676,187.080075878559
0.624344227369875,0.0581407889258116,27.3068372495546
0.972687939647585,0.870946333976462,9.40055514039902
0.189790670061484,0.417361916275695,89.5795813781796
0.755643930053338,0.109929415164515,37.3981213827068
0.726972571341321,0.164846566738561,125.665163945441
0.629895931342617,0.870926926610991,11.4840115524088
0.11072803218849,0.152894636616111,42.0097660258612
0.462476739892736,0.327244166983292,69.7381293607098
0.687993651488796,0.105774456867948,58.0890747973942
0.155453174142167,0.965994868194684,20.0838444665776
0.233101971214637,0.552199969766662,72.3611100506307
0.498014024458826,0.532304121181369,220.256180407804
0.952711446210742,0.47416604636237,110.061598917957
0.965404180344194,0.830662172986194,8.94916266949624
0.63620606996119,0.676223566755652,101.672847435342
0.417044584173709,0.243331556441262,57.6886038182515
0.0831810152158141,0.90438617952168,15.9914241150502
0.168941626092419,0.29423027089797,99.1588079670919
0.905223765177652,0.966974416049197,2.15887290642943
0.234259369084612,0.983075896045193,8.30599191084328
0.316169083118439,0.904756036587059,5.76850393900519
0.419777869014069,0.166675341781229,65.518180397406
0.299802270485088,0.902985554654151,7.24466950790229
0.0815378215629607,0.691228046780452,32.9093183841784
0.66529040876776,0.996325663290918,10.6162364507372
0.808863047044724,0.445111030014232,77.760449827241
0.5898557160981,0.452562285587192,66.614717290247
0.506605964154005,0.799629690591246,39.6318122140788
0.468467486090958,0.277458134340122,61.8660976545676
0.402578265173361,0.452710658311844,186.157062982864
0.342651932034642,0.50388650293462,164.769069336556
0.100803616456687,0.946671467972919,18.4299511641355
0.408315356820822,0.338234334485605,88.8842785939996
0.082628219621256,0.822741654701531,13.3833562868455
0.396717860130593,0.129709501052275,57.5655580834054
0.0556831257417798,0.185430816374719,92.6107170295023
0.79695778596215,0.0777597546111792,1.71726141838701
0.450435590464622,0.81063939537853,1.39526904492564
0.817260030424222,0.180226353928447,113.470593302304
0.00581802730448544,0.450186056783423,159.153593156393
0.418957744957879,0.222501725424081,57.4064703678611
0.392191166756675,0.284599692095071,67.7754508065552
0.53066754178144,0.719830876681954,126.875987241213
0.718149727676064,0.518263802397996,17.2175725842627
0.790580031229183,0.674009253503755,1.36003306965629
0.270293759647757,0.110883822897449,21.7545086706692
0.924255213467404,0.526394529733807,63.1241657099865
0.0693670879118145,0.857454374199733,12.9422447489352
0.187706539640203,0.540519749047235,60.647040431381
0.419097860809416,0.411218513734639,143.522253646753
0.957652851706371,0.676376391435042,14.0462472191376
0.802316488232464,0.897761853877455,4.38809413873979
0.792703182902187,0.720134672243148,-0.608759808344075
0.355219807941467,0.487960650818422,175.781841818215
0.308051496744156,0.802899458678439,28.6619519214686
0.644236660795286,0.889893721789122,4.056109044439
0.147882812656462,0.753831238020211,27.1774809179834
0.0896372902207077,0.289714369457215,134.44399871891
0.878727608127519,0.153385823825374,55.7803787143936
0.493096677120775,0.25387870031409,69.4447210472467
0.717546941945329,0.579460958018899,11.36819267143
0.0125804941635579,0.957460959209129,3.76195449891999
0.609098027925938,0.0987466953229159,80.6000013492501
0.345181689830497,0.627579856431112,70.0277350147044
0.784533148398623,0.175115316407755,119.124619608653
0.355329882120714,0.020375243620947,20.8801381641389
0.0899766380898654,0.718440421391279,26.2571435205825
0.971912676701322,0.420150795252994,152.414109152959
0.333873179042712,0.502473435364664,154.409928749971
0.13252212270163,0.97673821519129,20.9425181854334
0.345474441535771,0.169060847256333,33.744850522071
0.718045282177627,0.480219770921394,24.5693194904943
0.733892041724175,0.51224073744379,18.9954092018932
0.242506891489029,0.697860099142417,60.9887175346882
0.182272584876046,0.217941060429439,40.2045230021749
0.429655437357724,0.275681925937533,63.0416372320868
0.406462476821616,0.39275011443533,126.638528893172
0.594104164745659,0.207501295488328,138.572300136065
0.131849027704448,0.604739764239639,65.9443221821826
0.909639931982383,0.657890701200813,13.742934576638
0.615608865628019,0.915123465238139,-1.70883632769915
0.542118118843064,0.173032817430794,129.590151172206
0.0707359483931214,0.531668415060267,88.6208323779544
0.734391675330698,0.111339731840417,46.6383669613585
0.142156490823254,0.605205128667876,68.0872028362431
0.817236832808703,0.789590602507815,2.95267830027699
0.023863441310823,0.740088423481211,19.0116932443486
0.547796206315979,0.363510640105233,50.4852563556542
0.294044905574992,0.509807524038479,108.845466310367
0.102986474055797,0.0724193367641419,18.9696152961339
0.046653016237542,0.480273872148246,138.158736667103
0.724134010262787,0.190564802382141,156.55145902885
0.193063049344346,0.818974196212366,26.1401475798074
0.776995800202712,0.402011736528948,91.1950346492624
0.920146648772061,0.346266492269933,189.930454068408
0.416935099288821,0.251098675886169,58.6068794949757
0.319221792276949,0.869314208161086,14.5082879862351
0.863338961265981,0.573855991708115,28.1815772758696
0.346147916745394,0.673147182213143,27.6411342419393
0.0814036931842566,0.800497928168625,13.065612388129
0.463921241462231,0.992405504919589,12.6022997338462
0.423394235782325,0.922216859878972,-1.78353847659786
0.880019146250561,0.253303921082988,171.588996574842
0.0289648387115449,0.137604779796675,81.0222219362362
0.709902581525967,0.89770160918124,4.19278182795675
0.734144504647702,0.873671755427495,5.03073788963693
0.663113956339657,0.59124811552465,48.748502981901
0.38905336568132,0.398255673237145,130.78165890038
0.768224599771202,0.846105717588216,4.18705251309409
0.870690832147375,0.267587437061593,182.672173349502
0.248206668999046,0.550793017726392,78.2028435317401
0.473642304074019,0.962963765021414,4.27761666759758
0.893477626843378,0.011779744643718,14.6417176765186
0.926343966508284,0.88093370012939,2.55291517157396
0.69168674852699,0.28496203199029,142.240476171369
0.663276698207483,0.193585951114073,159.998393291332
0.839291936485097,0.386040530400351,141.467620272731
0.326935300137848,0.858601040905342,15.837796962012
0.0824097660370171,0.997892422834411,17.0897321531589
0.217576942872256,0.635971473762766,80.457259345752
0.823374502593651,0.815902864327654,3.96130022246648
0.624806018546224,0.221418009372428,145.418582166484
0.442467879503965,0.913934702752158,-3.70371440717967
0.367142292903736,0.761354180518538,2.10228716709964
0.0799959686119109,0.876423024339601,15.1014468592565
0.20963880373165,0.238712988328189,47.5028644761569
0.669037136714906,0.505374343134463,29.7824720306234
0.294169222703204,0.03534892690368,23.5201762249107
0.0580146545544267,0.281069572782144,143.106994968463
0.702344033867121,0.0547915704082698,4.68685581253652
0.827076305635273,0.933195122051984,1.92727743075624
0.608602108666673,0.849716998403892,26.4079318768064
0.969386555254459,0.578697485150769,39.0911434466802
0.368398925289512,0.752019878942519,0.657085353575489
0.25467129657045,0.930891475407407,5.53732824394186
0.550894704880193,0.448433532845229,98.8274851659174
0.992875087307766,0.577866082778201,42.4947597280978
0.453790569445118,0.637019890360534,118.640356812946
0.987196611007676,0.0828722682781518,11.075747648498
0.866210840642452,0.725278326543048,7.46183634130558
0.844576745992526,0.743036194704473,5.29520474149715
0.688926655333489,0.494536026613787,22.9404630406032
0.39895360940136,0.128679437795654,58.6620096386057
0.48888066643849,0.0785456947050989,71.1667310540137
0.807359508238733,0.356348716421053,147.439859188403
0.57500709942542,0.762470110319555,113.601944433244
0.798562054056674,0.0262168201152235,2.68219274433996
0.922904091654345,0.213108311640099,116.32826044463
0.425457120640203,0.234186060493812,58.8756569528469
0.767649046843871,0.266810852801427,186.942424009068
0.364490845939144,0.84594818810001,8.73181718520227
0.000165065983310342,0.621642458485439,34.376126448864
0.05311270034872,0.70736720925197,25.3460892116203
0.35773583012633,0.294958581216633,73.9453192152532
0.728173337411135,0.309230946470052,144.97057157084
0.208443639334291,0.74747758009471,43.422321634982
0.550292900297791,0.42364254896529,78.9120558198055
0.614423337159678,0.39981893170625,38.1186582773996
0.912077439250425,0.928554033627734,0.527221979320416
0.618187710642815,0.111776658101007,94.1568593610337
0.780672676628456,0.525447751395404,25.2239384952193
0.498403524747118,0.840182915329933,10.1133490418099
0.768967622192577,0.274953834246844,185.185072337966
0.191491524456069,0.0353951584547758,12.0511015606891
0.49819317786023,0.997876637848094,14.1150346547208
0.110542070819065,0.652996418997645,51.6462454339341
0.0725345194805413,0.461182426428422,147.653304516303
0.174275216413662,0.093501610448584,13.5486824772758
0.741148131433874,0.534825122216716,15.0581962474049
0.560569604160264,0.994272273499519,10.6274671855261
0.138712777057663,0.068622553255409,13.1545554899952
0.380089027108625,0.55370910349302,181.067028224079
0.29802911914885,0.0253987654577941,21.6922172217765
0.144804013194516,0.168465708149597,30.958371438197
0.601886038668454,0.412857164163142,43.0450607263589
0.296181607991457,0.0367683761287481,23.9462554295067
0.347459833370522,0.881887488765642,7.66162284426728
0.0426090050023049,0.969930512364954,8.52620017807969
0.252931560622528,0.197662801248953,23.8161663491245
0.471892240922898,0.886655151611194,-5.87730766383419
0.643556741764769,0.501133542973548,44.5950570552056
0.725556038785726,0.00451054074801505,7.09419154074659
0.625548197422177,0.941987560363486,-1.1201027587918
0.955428761895746,0.804879810661077,8.01918159413534
0.699118071701378,0.388445103308186,58.3545325563114
0.465261482866481,0.363995073363185,86.5259824210819
0.708043613936752,0.73496416117996,18.1789766199007
0.601679236860946,0.294969822047278,75.5545238277121
0.614874064456671,0.0503866688814014,22.8779546256759
0.334422191604972,0.77942141611129,18.7432693033334
0.514166543958709,0.719257090939209,109.626221298758
0.682470650644973,0.257369598839432,156.668461831855
0.683629439910874,0.077577440533787,26.539935094774
0.581491792574525,0.515621685190126,118.711526907902
0.332075748359784,0.132623771671206,32.8019919435907
0.845428699627519,0.257623901125044,182.492311765657
0.157596280332655,0.911600185325369,20.9165598648669
0.210283554624766,0.17111643939279,16.9754754991581
0.494282120838761,0.221405522432178,85.1177191229029
0.965660292422399,0.614547493401915,25.9971252645137
0.376082904171199,0.830836083972827,5.70580966443593
0.021873656893149,0.345076835947111,179.627241810321
0.772337621543556,0.54575161379762,17.5188492370558
0.783931107260287,0.363628268009052,128.203582903931
0.354125814978033,0.712826589355245,7.69753362910758
0.752297581871971,0.863193292170763,4.85080201557842
0.021038417937234,0.0123720697592944,10.3663265578901
0.615334814181551,0.542565947165713,90.2318621490797
0.294434462906793,0.789972277591005,33.1878043542387
0.652804779820144,0.334350030403584,72.4452058602339
0.770838987780735,0.806164557579905,1.74545316077349
0.331840941682458,0.871179052628577,12.2211956497093
0.439606926171109,0.116422266932204,77.5856751804742
0.538747281534597,0.755136984866112,104.88721342692
0.0532063688151538,0.554547386709601,73.6489057713427
0.416738796746358,0.785449721850455,-4.04213284253954
0.0503641657996923,0.295066880527884,154.000371013303
0.564462583744898,0.427418435458094,70.8093369630972
0.964926632586867,0.0107286400161684,20.4260329621174
0.686885086586699,0.737879127962515,36.4415959845435
0.180345005122945,0.169373712269589,20.4158549937795
0.960967170540243,0.647660510148853,18.2658504516168
0.456812136806548,0.565826653968543,215.605157297716
0.699833053164184,0.758385016117245,23.1883988095386
0.439071312081069,0.337592688156292,81.1291615718539
0.90445941966027,0.851132665760815,2.80062074982661
0.298418690217659,0.709020593203604,37.9512231335096
0.533306425204501,0.250674216542393,81.958254715698
0.744024128187448,0.574821994872764,8.58561216069
0.86865952401422,0.505436704494059,63.7263116668071
0.496193221304566,0.868623059708625,-1.03030332020846
0.33425629674457,0.989165284438059,2.58927493572863
0.439420673763379,0.873389676911756,-5.23391764326227
0.30545625416562,0.884792802389711,11.7782436908281
0.437401698902249,0.545317253330722,225.415564493923
0.912608600454405,0.104804363101721,8.87818437117674
0.17881535878405,0.633638978702947,75.5310268940885
0.477919658645988,0.133740884019062,100.185820962253
0.880049356725067,0.0567370366770774,-1.20922641283695
0.94653885322623,0.381059288280085,177.988992164562
0.669793789973482,0.170154276769608,145.413808595721
0.0786235206760466,0.984575509093702,15.586141459374
0.927158604841679,0.475548720685765,105.23738735224
0.221143703674898,0.28032621066086,73.6240934995204
0.954682105453685,0.532099504955113,63.635311321685
0.398473830427974,0.767516733612865,-4.97196294030521
0.404201709898189,0.670651992084458,32.0978206997152
0.528858567820862,0.53739095875062,196.796833421167
0.794113357085735,0.726785200415179,-0.52469365209484
0.343096799449995,0.331251095514745,89.6549566185116
0.365495338337496,0.813754874980077,8.62091587185759
0.987084776395932,0.583912097616121,39.2495566315764
0.802685983013362,0.00871892436407506,11.7102737929993
0.543166215997189,0.687710644444451,157.607322205338
0.836978203849867,0.513583906693384,48.0542910945285
0.0347991217859089,0.0988575764931738,52.9529469094219
0.0785231101326644,0.94581222999841,14.7545576924066
0.307510989252478,0.326813611667603,86.6237931299745
0.313173788366839,0.330185926286504,87.8748846102173
0.4584258813411,0.328626287402585,71.4493736018208
0.179857143899426,0.168997847242281,20.4215890717326
0.436575978528708,0.777647149981931,1.06296911035253
0.401684294454753,0.521854526363313,218.492766662328
0.458863211795688,0.272755945799872,62.1358190358624
0.391864485573024,0.127673427574337,55.368972043519
0.533551702974364,0.527396553428844,186.803858706484
0.511850030859932,0.265433007851243,68.0506721876397
0.79795557167381,0.341542794601992,154.622466547666
0.142803353024647,0.441874510375783,110.192326296866
0.630691961850971,0.193062708014622,154.136012966854
0.605278879869729,0.896296435501426,1.58424555389315
0.176239300752059,0.975003840634599,18.0365432138611
0.638927958440036,0.664052945561707,96.3224404453852
0.760473820613697,0.389652567217126,91.3865049000236
0.0897291479632258,0.446999221108854,149.346928658525
0.742072102380916,0.977758327731863,8.07722368569765
0.571123716887087,0.374084744369611,45.383817179775
0.159689549123868,0.120992722222582,16.8231537608562
0.591538616223261,0.614391267299652,149.705625402854
0.121187800075859,0.740557604236528,25.0516288325158
0.252828676952049,0.0953156985342503,20.3117015000865
0.871380167081952,0.747844607336447,6.51342030370385
0.327216006815434,0.52399583091028,145.552063019682
0.564500428503379,0.0931985094211996,85.3812365565277
0.825306376907974,0.969077482586727,2.82196347369877
0.61867316858843,0.838601141702384,33.5016070021841
0.938747664680704,0.203294512815773,99.4316938199769
0.771996548166499,0.150007967604324,87.0537258444171
0.669465133687481,0.187271357513964,157.62605510954
0.79846902587451,0.649387689074501,4.96505132107447
0.240466192131862,0.457243242533877,64.136876134941
0.839035992044955,0.360266776755452,160.424194969329
0.728645800380036,0.0112071298062801,4.29533175815455
0.455887045245618,0.213473325129598,72.2111600273979
0.593644785461947,0.800748820882291,73.8160886054945
0.427082246169448,0.925261991331354,-1.64988689514573
0.885167158907279,0.315484673716128,191.864239237062
0.496876968303695,0.710274036275223,94.5862644324725
0.959585324395448,0.890356413088739,6.62826211130912
0.877033204538748,0.275400690734386,185.181957113164
0.95871600182727,0.976293125655502,10.355513385363
0.858621303690597,0.958104077493772,0.549718412842488
0.981683886842802,0.927475200966001,11.2725541915227
0.831544852117077,0.740772971417755,4.10964596610952
0.534879250684753,0.526477757375687,184.787443310916
0.880683931522071,0.0869019827805459,1.62510955469481
